protein,pathway_id
Q8TC12,WP2776
Q8TCC7,WP1935
Q8TCT1,WP2740
Q8TCU5,WP5007
Q8TD43,WP4098
Q8TDS4,WP4423
Q8TDS4,WP4419
Q8TDU6,WP4419
Q8TDU6,WP4427
Q8TDU6,WP4993
Q8TE23,WP4423
Q8TE23,WP4418
Q8TED1,WP2824
Q8WUI4,WP3327
Q8WUI4,WP2720
Q8WUI4,WP1822
Q8WWQ8,WP2743
Q8WWQ8,WP2784
Q8WXA8,WP2754
Q8WXS5,WP3392
Q8WXS5,WP4459
Q8WXS5,WP3810
Q92506,WP4114
Q92506,WP5276
Q92569,WP2747
Q92569,WP2713
Q92569,WP4977
Q92569,WP1799
Q92569,WP2732
Q92569,WP1840
Q92569,WP1826
Q92569,WP2673
Q92569,WP4095
Q92569,WP2653
Q92569,WP4424
Q92570,WP4132
Q92731,WP4977
Q92731,WP1822
Q92731,WP4432
Q92731,WP2653
Q92731,WP4545
Q92731,WP5368
Q92736,WP3810
Q92736,WP4098
Q92753,WP3594
Q92753,WP1822
Q92769,WP3305
Q92769,WP3816
Q92769,WP4096
Q92769,WP3801
Q92769,WP2720
Q92769,WP5142
Q92769,WP5011
Q92769,WP1815
Q92769,WP4453
Q92769,WP3594
Q92769,WP4443
Q92769,WP1822
Q92769,WP3799
Q92769,WP4999
Q92769,WP4074
Q92769,WP4047
Q92781,WP4421
Q92781,WP2776
Q92800,WP5366
Q92806,WP2669
Q92806,WP4457
Q92847,WP4419
Q92847,WP4424
Q92887,WP1852
Q92887,WP1780
Q92887,WP5238
Q92887,WP5396
Q92887,WP5176
Q92911,WP3548
Q92911,WP1936
Q92947,WP5004
Q92947,WP4519
Q92947,WP5355
Q92952,WP2669
Q93050,WP1913
Q93050,WP2670
Q93050,WP4049
Q93050,WP3551
Q93050,WP4098
Q93086,WP1885
Q93088,WP3574
Q93088,WP4504
Q93088,WP4090
Q93088,WP4288
Q969G6,WP5037
Q969G6,WP1857
Q969S2,WP3345
Q969S2,WP3399
Q969S8,WP4096
Q969S8,WP2720
Q969S8,WP1822
Q96A05,WP1913
Q96A05,WP2670
Q96A05,WP3551
Q96A05,WP5015
Q96A05,WP4098
Q96A70,WP3555
Q96C36,WP4992
Q96DB2,WP2720
Q96DB2,WP1822
Q96EN8,WP1857
Q96EN8,WP4224
Q96FI4,WP3345
Q96FI4,WP3399
Q96G91,WP4419
Q96G91,WP4427
Q96G91,WP4993
Q96G91,WP4424
Q96GA7,WP3803
Q96GD4,WP5117
Q96GD4,WP3805
Q96GD4,WP3838
Q96GD4,WP2757
Q96GD4,WP4109
Q96GD4,WP4453
Q96GD4,WP1775
Q96GD4,WP2652
Q96GD4,WP3379
Q96I15,WP3791
Q96KS0,WP2727
Q96L34,WP4124
Q96L34,WP3498
Q96NR8,WP5188
Q96NR8,WP2776
Q96PR1,WP1831
Q96Q83,WP1804
Q96RD7,WP1934
Q96RD7,WP2763
Q96RI1,WP4085
Q96RI1,WP5238
Q96RI1,WP1788
Q96RI1,WP2797
Q96RQ3,WP3556
Q96RQ3,WP5031
Q96RQ3,WP1857
Q96RQ3,WP4686
Q96RQ9,WP465
Q96RQ9,WP4981
Q96RR4,WP1978
Q96RR4,WP2688
Q96S37,WP1935
Q96SL4,WP2824
Q99250,WP5200
Q99250,WP1843
Q99250,WP3810
Q99259,WP4453
Q99259,WP4159
Q99259,WP2685
Q99259,WP4157
Q99437,WP1913
Q99437,WP2670
Q99437,WP3551
Q99437,WP5015
Q99437,WP4098
Q99497,WP4972
Q99497,WP4976
Q99497,WP4445
Q99497,WP4986
Q99500,WP5192
Q99500,WP4423
Q99500,WP4419
Q99500,WP4977
Q99519,WP3363
Q99519,WP4049
Q99519,WP4153
Q99519,WP2788
Q99527,WP4423
Q99527,WP4419
Q99571,WP4998
Q99571,WP1885
Q99572,WP4998
Q99572,WP1885
Q99572,WP2763
Q99623,WP5038
Q99623,WP4134
Q99640,WP1775
Q99640,WP1859
Q99653,WP2743
Q99677,WP4419
Q99677,WP4424
Q99705,WP4423
Q99705,WP4419
Q99705,WP4124
Q99705,WP3498
Q99705,WP4424
Q99707,WP3574
Q99707,WP4111
Q99707,WP1857
Q99707,WP4504
Q99707,WP4292
Q99707,WP4271
Q99707,WP4259
Q99712,WP2669
Q99712,WP4457
Q99714,WP3556
Q99714,WP3829
Q99714,WP5241
Q99714,WP3809
Q99714,WP3684
Q99714,WP4686
Q99714,WP5276
Q99735,WP4111
Q99735,WP3306
Q99759,WP1839
Q99808,WP3591
Q99808,WP1937
Q99835,WP4420
Q99835,WP3316
Q99835,WP4124
Q99835,WP2839
Q99835,WP3313
Q99835,WP3498
Q99928,WP2781
Q99928,WP4457
Q9BPV8,WP4423
Q9BPV8,WP4419
Q9BQ31,WP1831
Q9BQB6,WP3822
Q9BQB6,WP5186
Q9BRS2,WP3797
Q9BTZ2,WP4442
Q9BTZ2,WP5188
Q9BTZ2,WP4421
Q9BUB5,WP3338
Q9BUB5,WP3334
Q9BUB5,WP3336
Q9BUB5,WP3335
Q9BVS4,WP3797
Q9BXJ7,WP4129
Q9BXJ7,WP1857
Q9BXJ7,WP4271
Q9BXT2,WP3810
Q9BY32,WP4792
Q9BY32,WP4042
Q9BY32,WP4224
Q9BY41,WP4096
Q9BY41,WP2720
Q9BY41,WP1822
Q9BY49,WP4442
Q9BY49,WP1878
Q9BY66,WP4096
Q9BYF1,WP5020
Q9BYF1,WP5021
Q9BYF1,WP5038
Q9BYF1,WP5183
Q9BYF1,WP4846
Q9BYF1,WP4799
Q9BYF1,WP5260
Q9BYF1,WP5133
Q9BYF1,WP4868
Q9BYF1,WP2729
Q9BYF1,WP5145
Q9BYF1,WP5036
Q9BYV1,WP3562
Q9BYV1,WP4042
Q9BYV1,WP4225
Q9BYZ2,WP2766
Q9GZT4,WP4688
Q9GZT4,WP4435
Q9GZT9,WP2727
Q9H015,WP1935
Q9H228,WP4423
Q9H228,WP4419
Q9H244,WP4423
Q9H244,WP4419
Q9H244,WP1908
Q9H2M3,WP3574
Q9H2S1,WP2669
Q9H2X6,WP3838
Q9H2X6,WP2738
Q9H2X6,WP4453
Q9H2X6,WP3810
Q9H2X6,WP4445
Q9H2X6,WP4105
Q9H2X6,WP1984
Q9H2X9,WP1936
Q9H3M0,WP2669
Q9H3N8,WP4423
Q9H3N8,WP4419
Q9H3S4,WP1857
Q9H3Y6,WP4437
Q9H4B4,WP3838
Q9H4B4,WP3804
Q9H4B7,WP1892
Q9H4B7,WP4075
Q9H4B7,WP2757
Q9H4Y5,WP4111
Q9H4Y5,WP1857
Q9H6Z9,WP2727
Q9H8P0,WP4521
Q9H8P0,WP1785
Q9H8P0,WP2749
Q9HA77,WP1938
Q9HAB3,WP5037
Q9HAB3,WP1857
Q9HB21,WP2747
Q9HB55,WP4085
Q9HBA0,WP4098
Q9HBG4,WP1913
Q9HBG4,WP2670
Q9HBG4,WP3551
Q9HBG4,WP4098
Q9HBK9,WP4111
Q9HC29,WP4102
Q9HC29,WP2792
Q9HC29,WP2656
Q9HC29,WP1839
Q9HC29,WP2763
Q9HCC0,WP3556
Q9HCC0,WP5031
Q9HCC0,WP1857
Q9HCC0,WP4686
Q9HD40,WP3791
Q9NPA1,WP2669
Q9NPA1,WP1885
Q9NPA2,WP2769
Q9NPA2,WP4049
Q9NPC2,WP2669
Q9NPC2,WP3810
Q9NPD5,WP1852
Q9NPD5,WP1788
Q9NPD5,WP1937
Q9NPD5,WP5368
Q9NPD5,WP5396
Q9NPD5,WP5176
Q9NPH2,WP2741
Q9NQU5,WP1918
Q9NQX3,WP1857
Q9NQX3,WP4507
Q9NR33,WP3345
Q9NR33,WP3567
Q9NR33,WP1803
Q9NR33,WP1858
Q9NR33,WP1980
Q9NR33,WP4461
Q9NR33,WP1925
Q9NR63,WP4085
Q9NR63,WP4421
Q9NR96,WP4448
Q9NR96,WP2775
Q9NR96,WP4868
Q9NR96,WP2709
Q9NR96,WP2768
Q9NR97,WP2775
Q9NR97,WP5187
Q9NR97,WP2709
Q9NRF9,WP3345
Q9NRF9,WP3567
Q9NRF9,WP1803
Q9NRF9,WP1858
Q9NRF9,WP1980
Q9NRF9,WP4461
Q9NRF9,WP1925
Q9NS40,WP3594
Q9NS75,WP4419
Q9NS75,WP1831
Q9NS75,WP4420
Q9NS75,WP4427
Q9NS75,WP4993
Q9NS75,WP4424
Q9NSA0,WP1935
Q9NSA2,WP3810
Q9NSD9,WP1938
Q9NUV7,WP2788
Q9NVH6,WP4996
Q9NVS9,WP1857
Q9NVS9,WP5028
Q9NWZ3,WP2761
Q9NWZ3,WP1839
Q9NWZ3,WP2801
Q9NWZ3,WP2768
Q9NWZ3,WP2653
Q9NXA8,WP3331
Q9NXB9,WP4114
Q9NXB9,WP2724
Q9NXB9,WP5329
Q9NY46,WP5200
Q9NY46,WP1843
Q9NY46,WP3810
Q9NY72,WP5200
Q9NY72,WP1843
Q9NY72,WP3810
Q9NYK1,WP4846
Q9NYK1,WP2775
Q9NYK1,WP5187
Q9NYK1,WP2709
Q9NYK1,WP2768
Q9NYP7,WP4114
Q9NYP7,WP2724
Q9NYR8,WP2776
Q9NYV7,WP4423
Q9NYV7,WP4418
Q9NYY3,WP3804
Q9NYY3,WP4993
Q9NZK7,WP2740
Q9NZV8,WP3810
Q9NZV8,WP3594
Q9P0J0,WP4324
Q9P0J0,WP1902
Q9P0X4,WP3591
Q9P0Z9,WP5004
Q9P0Z9,WP4442
Q9P286,WP1918
Q9P289,WP1784
Q9P2K8,WP4975
Q9P2K8,WP5044
Q9UBC3,WP3305
Q9UBC3,WP3312
Q9UBC3,WP3359
Q9UBC3,WP2853
Q9UBC3,WP4446
Q9UBF8,WP2747
Q9UBK8,WP3574
Q9UBK8,WP4111
Q9UBK8,WP1857
Q9UBK8,WP4271
Q9UBL9,WP1885
Q9UBM7,WP2706
Q9UBM7,WP1795
Q9UBM7,WP5064
Q9UBM7,WP4545
Q9UBN1,WP3392
Q9UBN1,WP4459
Q9UBN1,WP3810
Q9UBN1,WP1800
Q9UBN7,WP4972
Q9UBN7,WP3395
Q9UBN7,WP4415
Q9UBN7,WP4976
Q9UBN7,WP2720
Q9UBN7,WP4124
Q9UBN7,WP1822
Q9UBN7,WP4986
Q9UBN7,WP3498
Q9UBS5,WP2669
Q9UBS5,WP4423
Q9UBS5,WP4159
Q9UBS5,WP4418
Q9UBS5,WP4457
Q9UDR5,WP5004
Q9UEW3,WP2784
Q9UF33,WP3309
Q9UGI6,WP2669
Q9UGI6,WP5235
Q9UGI9,WP2748
Q9UGI9,WP3348
Q9UGI9,WP3331
Q9UGI9,WP3349
Q9UGI9,WP3838
Q9UGI9,WP4985
Q9UGI9,WP5181
Q9UGI9,WP2777
Q9UGJ0,WP2748
Q9UGJ0,WP1831
Q9UGJ0,WP3348
Q9UGJ0,WP3331
Q9UGJ0,WP3349
Q9UGJ0,WP3838
Q9UGJ0,WP4985
Q9UGJ0,WP4061
Q9UGJ0,WP2777
Q9UGJ0,WP5381
Q9UGM1,WP4454
Q9UGM6,WP1938
Q9UGN5,WP3345
Q9UGN5,WP1980
Q9UGN5,WP3570
Q9UHD2,WP3352
Q9UHD2,WP2794
Q9UHD2,WP2752
Q9UHD2,WP1839
Q9UHD2,WP1904
Q9UHF0,WP4419
Q9UHF0,WP4424
Q9UHI5,WP1794
Q9UHI5,WP1936
Q9UHQ9,WP1903
Q9UHQ9,WP2744
Q9UHW9,WP1936
Q9UI09,WP4324
Q9UI09,WP1902
Q9UI12,WP1913
Q9UI12,WP2670
Q9UI12,WP3551
Q9UI12,WP2684
Q9UI12,WP5015
Q9UI12,WP4098
Q9UI32,WP4571
Q9UI32,WP4595
Q9UI32,WP3349
Q9UI32,WP1871
Q9UI32,WP4992
Q9UI32,WP5220
Q9UI32,WP4583
Q9UI32,WP4157
Q9UI32,WP4225
Q9UI32,WP5355
Q9UI33,WP1843
Q9UI33,WP3810
Q9UIK4,WP3317
Q9UJ90,WP3810
Q9UJ96,WP1831
Q9UJU2,WP4107
Q9UJU2,WP3558
Q9UJU2,WP2773
Q9UJU2,WP4995
Q9UJU2,WP2849
Q9UJU2,WP2840
Q9UJU2,WP5001
Q9UJU2,WP2839
Q9UJU2,WP3339
Q9UK17,WP3810
Q9UK32,WP1843
Q9UK32,WP5322
Q9UKE5,WP3404
Q9UKG9,WP4442
Q9UKG9,WP1878
Q9UKI8,WP2516
Q9UKU7,WP3556
Q9UKU7,WP4686
Q9UKV0,WP2720
Q9UKV0,WP1822
Q9UL51,WP2669
Q9ULB1,WP2703
Q9ULB1,WP4133
Q9ULB1,WP5348
Q9ULX7,WP2770
Q9ULY5,WP3354
Q9UM07,WP4096
Q9UM73,WP4928
Q9UN88,WP2781
Q9UN88,WP4457
Q9UNK4,WP2740
Q9UNN8,WP1794
Q9UNN8,WP1818
Q9UNQ0,WP1852
Q9UNQ0,WP2712
Q9UNQ0,WP2670
Q9UNQ0,WP5322
Q9UNX9,WP2669
Q9UNX9,WP3810
Q9UP52,WP2670
Q9UPY5,WP1794
Q9UPY5,WP1936
Q9UQD0,WP5200
Q9UQD0,WP1843
Q9UQD0,WP3810
Q9UQF2,WP5348
Q9UQL6,WP2720
Q9UQL6,WP1822
Q9UQL6,WP5158
Q9UQM7,WP3395
Q9UQM7,WP4459
Q9UQM7,WP5200
Q9UQM7,WP1978
Q9UQM7,WP3558
Q9UQM7,WP1836
Q9UQM7,WP4453
Q9UQM7,WP3810
Q9UQM7,WP2735
Q9UQM7,WP2688
Q9UQM7,WP4098
Q9UQM7,WP5007
Q9UQQ2,WP2713
Q9UQQ2,WP5016
Q9UQQ2,WP1815
Q9Y234,WP3562
Q9Y257,WP2669
Q9Y257,WP3810
Q9Y271,WP4419
Q9Y271,WP5122
Q9Y271,WP5321
Q9Y271,WP4993
Q9Y271,WP4424
Q9Y285,WP1938
Q9Y289,WP1857
Q9Y289,WP1937
Q9Y2D1,WP3594
Q9Y2D1,WP4978
Q9Y2Q3,WP4111
Q9Y2Q3,WP4442
Q9Y2T6,WP4423
Q9Y2T6,WP4419
Q9Y2U5,WP5366
Q9Y3I0,WP3552
Q9Y3R4,WP3363
Q9Y3R4,WP4153
Q9Y3R4,WP2788
Q9Y3R4,WP5302
Q9Y478,WP2748
Q9Y478,WP3348
Q9Y478,WP3331
Q9Y478,WP3349
Q9Y478,WP3838
Q9Y478,WP4985
Q9Y478,WP2777
Q9Y478,WP5381
Q9Y487,WP1913
Q9Y487,WP2670
Q9Y487,WP3551
Q9Y487,WP4098
Q9Y4U1,WP1857
Q9Y4U1,WP4271
Q9Y5K3,WP2740
Q9Y5K8,WP1913
Q9Y5K8,WP2670
Q9Y5K8,WP4049
Q9Y5K8,WP3551
Q9Y5K8,WP5015
Q9Y5K8,WP4098
Q9Y5N1,WP4419
Q9Y5S1,WP4098
Q9Y5S8,WP5038
Q9Y5S8,WP5005
Q9Y5S8,WP3396
Q9Y5S8,WP5183
Q9Y5S8,WP5260
Q9Y5Y4,WP4423
Q9Y5Y4,WP4419
Q9Y5Y9,WP1843
Q9Y5Y9,WP3810
Q9Y600,WP3574
Q9Y600,WP4504
Q9Y600,WP4292
Q9Y616,WP3851
Q9Y616,WP2761
Q9Y616,WP1839
Q9Y617,WP4688
Q9Y617,WP4435
Q9Y617,WP5312
Q9Y617,WP5355
Q9Y666,WP1936
Q9Y694,WP1935
Q9Y698,WP3392
Q9Y698,WP4459
Q9Y698,WP1800
Q9Y6E0,WP1784
Q9Y6H6,WP3810
Q9Y6J6,WP3810
Q9Y6K1,WP3312
Q9Y6K1,WP4096
Q9Y6K1,WP3359
Q9Y6K1,WP4446
Q9Y6L6,WP1852
Q9Y6L6,WP1788
Q9Y6L6,WP1937
Q9Y6L6,WP5368
Q9Y6L6,WP5396
Q9Y6L6,WP5176
Q9Y6M9,WP4324
Q9Y6M9,WP1902
Q9Y6T7,WP1809
Q9Y6Y9,WP2752
Q9Y6Y9,WP2761
Q9Y6Y9,WP3577
Q9Y6Y9,WP2775
Q9Y6Y9,WP4069
Q9Y6Y9,WP2768
Q9Y6Y9,WP3358
