uniprot,disease_mesh
P01130,MESH:D050197
O14960,MESH:D009374
O14960,MESH:D018827
O14960,MESH:D009362
O14960,MESH:D008175
P41159,MESH:D009410
P41159,MESH:D009765
P41159,MESH:D007249
P41159,MESH:D007333
P41159,MESH:D013276
P41159,MESH:D015430
P41159,MESH:D006963
P41159,MESH:D003924
P41159,MESH:D009767
P41159,MESH:D007006
P41159,MESH:D019226
P41159,MESH:D012640
P41159,MESH:D000544
O95202,MESH:D006528
P09382,MESH:D009393
P17931,MESH:D009393
O00182,MESH:D009393
P01229,MESH:D001919
P01229,MESH:D007006
P38571,MESH:D052556
P06858,MESH:D006526
P06858,MESH:D015228
P02788,MESH:D006471
P02788,MESH:D009369
P02788,MESH:D006973
P02788,MESH:D002181
P02788,MESH:D020345
P02788,MESH:D003093
P02788,MESH:D007592
P02788,MESH:D047928
P02788,MESH:D002180
P02788,MESH:D003110
P02788,MESH:D008113
P02788,MESH:D002252
P02788,MESH:D007249
P02788,MESH:D014947
P02788,MESH:D010024
P02788,MESH:D003967
P02788,MESH:D056486
P02788,MESH:D015431
P51884,MESH:D014947
Q99717,MESH:D003924
O15105,MESH:D011658
O15105,MESH:C537171
P10636,MESH:D001259
P04201,MESH:D013927
Q9NR56,MESH:D009222
P43121,MESH:D009103
P43121,MESH:D020274
P43121,MESH:D020078
P49736,MESH:D003110
P21583,MESH:D064420
P16455,MESH:D009336
P14174,MESH:D018805
P14174,MESH:D003092
P03956,MESH:D009798
P03956,MESH:D008106
P08254,MESH:D054990
P22894,MESH:D008106
P22894,MESH:D008545
P14780,MESH:D002543
P14780,MESH:D001929
P45452,MESH:D008106
P02795,MESH:D006331
P02795,MESH:D006332
P02795,MESH:D011471
P00395,MESH:D006984
P42898,MESH:D020138
P15941,MESH:D002471
P20591,MESH:D005585
P01106,MESH:D005234
P12524,MESH:D055752
Q16236,MESH:D055371
Q16236,MESH:D000690
Q16236,MESH:D019457
Q16236,MESH:D064420
Q16236,MESH:D002779
Q16236,MESH:D008103
Q16236,MESH:D006965
Q16236,MESH:D004646
Q16236,MESH:D003928
Q16236,MESH:D004195
Q16236,MESH:D006333
Q16236,MESH:D008106
Q16236,MESH:D020258
Q16236,MESH:D020257
Q16236,MESH:D056486
Q16236,MESH:D057772
Q16236,MESH:D007674
Q16236,MESH:D018487
Q16236,MESH:D048629
Q16236,MESH:D009336
P19838,MESH:D008107
P19838,MESH:D002545
P19838,MESH:D002471
P25963,MESH:D006528
P25963,MESH:D010190
P01138,MESH:D009422
P01138,MESH:D019954
P01138,MESH:D000647
P01138,MESH:D055370
P01138,MESH:D003320
P01138,MESH:D019636
P01138,MESH:D020244
P01138,MESH:D009410
P01138,MESH:D020734
P01138,MESH:D012883
P08138,MESH:D011471
P22392,MESH:D010051
P35228,MESH:D007035
P35228,MESH:D028361
P35228,MESH:D015428
P35228,MESH:D012555
P35228,MESH:D008106
P29474,MESH:D006332
P29474,MESH:D006946
P29474,MESH:D015428
P29474,MESH:D006978
P29474,MESH:D006973
P29474,MESH:D011654
P29474,MESH:D006975
P29474,MESH:D018879
P29474,MESH:D001161
P29474,MESH:D007511
P29474,MESH:D001281
P29474,MESH:D017180
P29474,MESH:D007333
P29474,MESH:D007172
P29474,MESH:D050197
P29474,MESH:D017202
P46531,MESH:D056486
P01303,MESH:D019954
P01303,MESH:D004833
P01303,MESH:D001008
P01303,MESH:D004827
P01303,MESH:D015508
P01303,MESH:D009127
P01303,MESH:D012640
P01303,MESH:D003866
O15118,MESH:D050197
O60500,MESH:D011507
P01160,MESH:D008545
P01160,MESH:D006973
P01160,MESH:D000230
P01160,MESH:D058186
P01160,MESH:D008175
P01160,MESH:D011471
P01160,MESH:D009203
P01160,MESH:D012878
P01160,MESH:D018288
P01160,MESH:D009362
P01160,MESH:D010146
P16860,MESH:D006333
P16860,MESH:D001930
P16860,MESH:D006973
P16860,MESH:D007249
P16860,MESH:D004417
P16860,MESH:D010146
P16860,MESH:D002311
P16860,MESH:D002543
P23582,MESH:D006948
P16066,MESH:D010146
P25929,MESH:D001008
P25929,MESH:D014098
P49146,MESH:D004827
P49146,MESH:D004833
P67809,MESH:D008106
P20783,MESH:D003929
P20783,MESH:D006930
P20783,MESH:D009410
P20783,MESH:D034381
P34130,MESH:D009410
P04629,MESH:D055370
P30990,MESH:D006948
P30990,MESH:D009127
P30990,MESH:D002375
P30990,MESH:D001919
P30989,MESH:D010146
O15527,MESH:D008175
O15527,MESH:D008223
O15527,MESH:D006331
O00300,MESH:D001172
O00300,MESH:D001169
O00300,MESH:D001862
O00300,MESH:D007249
O00300,MESH:D006934
O00300,MESH:D006930
O00300,MESH:D010014
P41145,MESH:D012640
P41145,MESH:D001145
P41146,MESH:D001145
P02763,MESH:D017093
P13725,MESH:D008106
P00480,MESH:D020163
P01178,MESH:D006948
P01178,MESH:D003110
P01178,MESH:D010146
P01178,MESH:D008325
P01178,MESH:D006973
P01178,MESH:D001008
P01178,MESH:D007249
P01178,MESH:D001321
P01178,MESH:D002277
Q99572,MESH:D013119
Q06830,MESH:D012552
O60260,MESH:D020734
O60260,MESH:D020149
P23760,MESH:D009436
Q15116,MESH:D008545
P01127,MESH:D012164
Q16654,MESH:D056486
P01213,MESH:D000647
P01213,MESH:D012131
P01213,MESH:D012640
P36955,MESH:D003320
P36955,MESH:D011471
P36955,MESH:D014605
P01210,MESH:D010146
P01210,MESH:D009422
P12955,MESH:D062025
P53609,MESH:D008175
P08183,MESH:D010149
P08183,MESH:D011041
P01009,MESH:D015658
P29622,MESH:D006528
P42336,MESH:D018487
P27986,MESH:D018149
P00750,MESH:D016470
P00750,MESH:D017116
P00750,MESH:D003328
P00750,MESH:D002544
P00750,MESH:D001929
P00750,MESH:D008590
P00750,MESH:D000083242
P00750,MESH:D020521
P00750,MESH:D020767
P00750,MESH:D009203
P00750,MESH:D002542
P00750,MESH:D002545
P00750,MESH:D000402
P00750,MESH:D004617
P00750,MESH:D050197
P00750,MESH:D011655
P00750,MESH:D020244
P00750,MESH:D000140
P00750,MESH:D009461
P00750,MESH:D020246
P00750,MESH:D013927
P00750,MESH:D015427
P00750,MESH:D020520
P00750,MESH:D000860
P00750,MESH:D010291
P00750,MESH:D016769
P00750,MESH:D012131
P00750,MESH:D001157
P00750,MESH:D013923
P00750,MESH:D020301
P00750,MESH:D001037
P00750,MESH:D018487
P00750,MESH:D012770
P00749,MESH:D003327
P00749,MESH:D002544
P00749,MESH:D009203
P00749,MESH:D013923
P00749,MESH:D013927
P00749,MESH:D020225
P00749,MESH:D011655
P00749,MESH:D005922
P00749,MESH:D002561
P00749,MESH:D011695
P00749,MESH:D015427
P00749,MESH:D020246
P00749,MESH:D008103
P00749,MESH:D001157
P00749,MESH:D002545
P00749,MESH:D002340
P00749,MESH:D006083
P00749,MESH:D020244
P00749,MESH:D000787
P00749,MESH:D002542
P00749,MESH:D000083242
P00749,MESH:D054990
P00749,MESH:D007511
P00749,MESH:D000789
P00749,MESH:D009393
P00747,MESH:D020246
P00747,MESH:D008106
Q13519,MESH:D010146
Q13519,MESH:D013375
Q13519,MESH:D020078
P29590,MESH:D008114
P01189,MESH:D058186
P01189,MESH:D005158
P01189,MESH:D000303
P01189,MESH:D017114
P01189,MESH:D008106
P01189,MESH:D003248
P01189,MESH:D013375
P01189,MESH:D009157
P01189,MESH:D003919
P01189,MESH:D002547
P01189,MESH:D009103
P01189,MESH:D002805
P01189,MESH:D004831
P01189,MESH:D004827
P01189,MESH:D010146
P01189,MESH:D002375
P01189,MESH:D013036
P01189,MESH:D058566
P01189,MESH:D012640
P01189,MESH:D015210
P01189,MESH:D008545
P01189,MESH:D053578
P01189,MESH:D002779
P01189,MESH:D006973
P01189,MESH:D013585
P01189,MESH:D020078
P27169,MESH:D003324
P27169,MESH:D020258
P27169,MESH:D062025
P27169,MESH:D002318
P27169,MESH:D050197
P16435,MESH:D018316
P16435,MESH:D055370
Q07869,MESH:D006949
Q07869,MESH:D006973
Q07869,MESH:D050171
Q07869,MESH:D007333
Q07869,MESH:D005234
Q07869,MESH:D015427
Q07869,MESH:D007249
Q07869,MESH:D015428
Q07869,MESH:D006332
Q03181,MESH:D015430
Q03181,MESH:D009765
Q03181,MESH:D012878
Q03181,MESH:D065626
Q03181,MESH:D008545
P37231,MESH:D007511
P37231,MESH:D009410
P37231,MESH:D050171
P37231,MESH:D003920
P37231,MESH:D018921
P37231,MESH:D005921
P37231,MESH:D003110
P37231,MESH:D010190
P37231,MESH:D015427
P37231,MESH:D007333
P37231,MESH:D047748
P37231,MESH:D003924
P37231,MESH:D055371
P37231,MESH:D013964
P37231,MESH:D050197
P37231,MESH:D013274
P37231,MESH:D008545
P37231,MESH:D011565
P37231,MESH:D058186
P37231,MESH:D006528
P37231,MESH:D007249
P37231,MESH:D006973
Q13522,MESH:D006333
P63151,MESH:D043171
P63151,MESH:D048629
Q16537,MESH:D043171
Q16537,MESH:D048629
P54646,MESH:D020521
P54646,MESH:D006332
Q05655,MESH:D056486
Q05655,MESH:D007035
Q05655,MESH:D005334
Q05655,MESH:D020734
Q02156,MESH:D009203
Q05513,MESH:D006332
P28482,MESH:D009202
P28482,MESH:D011833
P27361,MESH:D009202
P27361,MESH:D011833
Q15759,MESH:D009202
P45984,MESH:D009362
P52564,MESH:D006967
P52564,MESH:D004487
P52564,MESH:D003110
P01236,MESH:D010911
P01236,MESH:D000740
P01236,MESH:D005327
P01236,MESH:D007984
P04070,MESH:D020151
P04070,MESH:D018805
P04070,MESH:D054556
Q16651,MESH:D010922
Q16651,MESH:D009436
Q16651,MESH:D049188
P10082,MESH:D003967
P60484,MESH:D001249
P60484,MESH:D009361
P34995,MESH:D012735
P43116,MESH:D012735
P35408,MESH:D008223
P35408,MESH:D012735
Q16647,MESH:D008175
P01270,MESH:D050723
P01270,MESH:D015663
P01270,MESH:D010024
P01270,MESH:D004195
P35354,MESH:D002318
P35354,MESH:D006973
P35354,MESH:D056486
P12272,MESH:D002289
Q05397,MESH:D002294
Q05397,MESH:D008325
Q05397,MESH:D009062
Q05397,MESH:D009361
P06454,MESH:D005234
P06454,MESH:D000236
P06454,MESH:D008175
P18031,MESH:D006973
P18031,MESH:D007249
P18031,MESH:D006946
P15151,MESH:D015470
Q92692,MESH:D001943
Q92692,MESH:D015470
Q92692,MESH:D010051
P04049,MESH:D001943
P55895,MESH:D004802
P55895,MESH:D008679
P55895,MESH:D001169
P10826,MESH:D001943
Q13972,MESH:D004409
Q08999,MESH:D010051
Q04864,MESH:D018476
Q04864,MESH:D014202
Q04206,MESH:D002545
P00797,MESH:D007022
Q13127,MESH:D012640
P41220,MESH:D006973
P12724,MESH:D016905
P12724,MESH:D016908
Q16518,MESH:D001766
Q16518,MESH:D015785
P04271,MESH:D001930
P09683,MESH:D001321
P13500,MESH:D020244
P78556,MESH:D003922
P78556,MESH:D003921
P42830,MESH:D012008
P48061,MESH:D012008
P35247,MESH:D055371
Q15465,MESH:D008850
Q15465,MESH:D010302
P12757,MESH:D011658
P12757,MESH:C537171
P43004,MESH:D009410
P43004,MESH:D019970
P14672,MESH:D007333
P22732,MESH:D001943
Q92911,MESH:D009369
Q92911,MESH:D010051
Q92911,MESH:D007680
Q92911,MESH:D013964
Q92911,MESH:D011471
Q92911,MESH:D008545
Q92911,MESH:D006528
Q92911,MESH:D001943
Q92911,MESH:D005910
P30531,MESH:D013375
Q01959,MESH:D019970
P19634,MESH:D015427
Q05940,MESH:D020734
O15244,MESH:D011041
O15244,MESH:D007674
P03973,MESH:D015427
Q16637,MESH:D009134
P17405,MESH:D007674
P37840,MESH:D001259
P00441,MESH:D002546
P00441,MESH:D011833
P00441,MESH:D009203
P00441,MESH:D010300
P00441,MESH:D002545
P00441,MESH:D002471
P00441,MESH:D009401
P00441,MESH:D009336
P00441,MESH:D005910
P00441,MESH:D011488
P00441,MESH:D013119
P00441,MESH:D015427
P00441,MESH:D006973
P00441,MESH:D003930
P00441,MESH:D012162
P00441,MESH:D034381
P00441,MESH:D007511
P00441,MESH:D011507
P04179,MESH:D011832
P04179,MESH:D009062
P04179,MESH:D007683
P04179,MESH:D002294
P04179,MESH:D012878
P04179,MESH:D018450
P04179,MESH:D009202
P04179,MESH:D009336
P04179,MESH:D011833
P04179,MESH:D011471
P04179,MESH:D009410
P04179,MESH:D001930
P04179,MESH:D002471
P04179,MESH:D009203
P04179,MESH:D005334
P04179,MESH:D003921
P04179,MESH:D007511
P04179,MESH:D004941
P04179,MESH:D050197
P04179,MESH:D009369
P04179,MESH:D004940
P04179,MESH:D015427
P04179,MESH:D007333
P08294,MESH:D009336
P08294,MESH:D006973
P08294,MESH:D011658
P08294,MESH:D056486
P08294,MESH:D003877
P09486,MESH:D009374
P09486,MESH:D008106
P17947,MESH:D007951
P10451,MESH:D014947
P10451,MESH:D002543
P10451,MESH:D008325
P10451,MESH:D009374
P11831,MESH:D009369
P61278,MESH:D010195
P61278,MESH:D007008
P61278,MESH:D003969
P61278,MESH:D010190
P61278,MESH:D004932
P61278,MESH:D009102
P61278,MESH:D009369
P61278,MESH:D012640
P61278,MESH:D007511
P30874,MESH:D010190
P30874,MESH:D012640
P42224,MESH:D008103
P40763,MESH:D009202
P40763,MESH:D008569
P40763,MESH:D007249
P42226,MESH:D003876
P42226,MESH:D011658
P42226,MESH:D004487
Q15833,MESH:D002341
P20366,MESH:D000647
P20366,MESH:D003316
P20366,MESH:D006940
P25103,MESH:D001919
P35680,MESH:D003924
P32119,MESH:D007951
O14746,MESH:D008545
P05549,MESH:D001943
Q07654,MESH:D052016
P10646,MESH:D020246
P10646,MESH:D000860
P10646,MESH:D000402
P02786,MESH:D001117
P01135,MESH:D011471
P01135,MESH:D013274
P01135,MESH:D055370
P01135,MESH:D011654
P01135,MESH:D009410
P01135,MESH:D052016
P01135,MESH:D007249
P01137,MESH:D008175
P01137,MESH:D011656
P01137,MESH:D008106
P01137,MESH:D017731
P01137,MESH:D007674
P01137,MESH:D002277
P01137,MESH:D007249
P01137,MESH:D055959
P01137,MESH:D004381
P01137,MESH:D000230
P37173,MESH:D009362
P37173,MESH:D001859
P37173,MESH:D008106
Q15583,MESH:D009362
P21980,MESH:D001932
P21980,MESH:D005909
P07101,MESH:D004409
P07101,MESH:D001927
P07204,MESH:D004211
P07204,MESH:C564945
P07204,MESH:D064420
P07204,MESH:D006930
P07996,MESH:D001943
P40225,MESH:D009202
P40225,MESH:D056486
P01033,MESH:D009361
P35625,MESH:D009361
O15393,MESH:D007251
P01375,MESH:D002295
P01375,MESH:D013274
P01375,MESH:D009410
P01375,MESH:D055370
P01375,MESH:D001749
P01375,MESH:D011014
P01375,MESH:D003110
P01375,MESH:D006976
P01375,MESH:D012983
P01375,MESH:D056486
P01375,MESH:D010190
P01375,MESH:D018222
P01375,MESH:D020083
P01375,MESH:D011654
P01375,MESH:D010996
P01375,MESH:D012509
P01375,MESH:D009374
P01375,MESH:D008545
P01375,MESH:D001172
P01375,MESH:D009422
P01375,MESH:D000230
P98066,MESH:D055371
P19438,MESH:D003921
P19438,MESH:D002100
P19438,MESH:D000855
Q02880,MESH:D007951
P04637,MESH:D008175
P04637,MESH:D012516
P04637,MESH:D006528
P04637,MESH:D009202
P04637,MESH:D000230
P55327,MESH:D011471
P20396,MESH:D007859
P20396,MESH:D014202
P20396,MESH:D000647
P20396,MESH:D010146
P20396,MESH:D002375
P20396,MESH:D001919
P20396,MESH:D053608
P20396,MESH:D020207
P20396,MESH:D014474
P20396,MESH:D012131
Q53GA4,MESH:D012516
P10599,MESH:D055371
P10599,MESH:D008107
P10599,MESH:D001997
P10599,MESH:D000013
P55089,MESH:D007249
P55089,MESH:D006973
P25874,MESH:D009765
P55851,MESH:D006332
P55851,MESH:D020521
P55851,MESH:D001930
P55055,MESH:D002779
P15692,MESH:D009374
P15692,MESH:D003324
P15692,MESH:D007859
P15692,MESH:D017202
P15692,MESH:D010009
P15692,MESH:D008569
P15692,MESH:D017093
P15692,MESH:D058186
P15692,MESH:D006975
P15692,MESH:D001930
P15692,MESH:D008106
O15240,MESH:D009765
O15240,MESH:D013276
O15240,MESH:D006963
P01282,MESH:D007172
P01282,MESH:D055371
P01282,MESH:D003072
P01282,MESH:D010146
Q8NER1,MESH:D010146
O96028,MESH:D054198
P19544,MESH:D009442
P17861,MESH:D007333
P17861,MESH:D018149
Q04917,MESH:D009202
Q04917,MESH:D003921
P26651,MESH:D009361
Q93034,MESH:D001943
O95619,MESH:D008080
Q13477,MESH:D003092
Q9Y215,MESH:C566415
Q15466,MESH:D056486
O95980,MESH:D005909
O95980,MESH:D009361
O15539,MESH:D006973
Q86W56,MESH:D002471
Q86W56,MESH:D009374
Q13574,MESH:D009203
Q99489,MESH:D001259
O14788,MESH:D010024
O15524,MESH:D015427
Q14457,MESH:D008175
P50591,MESH:D008113
P50591,MESH:D008325
P50591,MESH:D003110
P50591,MESH:D005909
P50591,MESH:D016889
P50591,MESH:D002292
P50591,MESH:D006528
P50591,MESH:D009374
P50591,MESH:D007938
P50591,MESH:D007680
P50591,MESH:D015179
P50591,MESH:D015470
P50591,MESH:D009362
P50591,MESH:D000077192
P50591,MESH:D011471
P50591,MESH:D009389
P50591,MESH:D005910
P50591,MESH:D009447
P50591,MESH:D010051
P50591,MESH:D001943
P50591,MESH:D010190
O75916,MESH:D004409
O14763,MESH:D008114
O14763,MESH:D010190
O00220,MESH:D009369
O00748,MESH:D019970
O75469,MESH:D056486
Q9ULZ1,MESH:D033461
O95497,MESH:D015212
Q9NYA1,MESH:D005355
O75762,MESH:D053201
O60936,MESH:D028361
O95831,MESH:D009336
Q01638,MESH:D055371
O15075,MESH:D015179
O43474,MESH:D013927
Q15848,MESH:D023903
Q15848,MESH:D050197
Q15848,MESH:D006943
Q15848,MESH:D007333
Q15848,MESH:D009765
Q15848,MESH:D011654
Q15848,MESH:D056486
Q15848,MESH:D017202
Q15848,MESH:D006333
Q15848,MESH:D015428
Q15848,MESH:D008106
Q15848,MESH:D011658
Q15848,MESH:D007249
O95631,MESH:D019954
O95631,MESH:D001929
Q9UNQ0,MESH:D008325
Q86YM7,MESH:D019970
Q5TEJ8,MESH:D001943
P24588,MESH:D006332
Q99988,MESH:D005770
O95715,MESH:D008175
Q16568,MESH:D006930
Q16568,MESH:D019970
P56524,MESH:D019970
O95747,MESH:D006973
Q14994,MESH:D056486
Q14994,MESH:D006529
Q96RI1,MESH:D058226
Q96RI1,MESH:D050197
Q96RI1,MESH:D009336
Q9UQL6,MESH:D019970
Q9UQQ2,MESH:D007249
P36383,MESH:D006973
Q13133,MESH:D002779
Q13133,MESH:D056486
O95155,MESH:D000070642
O95155,MESH:D019954
O95155,MESH:D014855
Q99720,MESH:D008569
Q99720,MESH:D011297
Q99720,MESH:D000647
Q99720,MESH:D007859
Q99967,MESH:D009133
Q14563,MESH:D056486
Q96QB1,MESH:D010051
Q96QB1,MESH:D013274
Q92597,MESH:D009362
O14744,MESH:D064726
O14744,MESH:D008527
Q12866,MESH:D013923
Q12866,MESH:D011655
P19883,MESH:D009133
P19883,MESH:D015431
O60506,MESH:D007938
Q92993,MESH:D000086002
O95352,MESH:D009336
O76003,MESH:D006332
O43504,MESH:D018149
Q13162,MESH:D006943
Q13162,MESH:D018149
O75915,MESH:D013375
Q9BUP3,MESH:D006528
O43927,MESH:D012008
Q9UBK2,MESH:D009137
Q96KQ7,MESH:D019970
Q96KQ7,MESH:D054243
Q13007,MESH:D011471
Q13007,MESH:D010190
Q13007,MESH:D001943
Q13007,MESH:D008175
O43766,MESH:D011658
O43766,MESH:D011014
Q9Y572,MESH:D005234
Q9Y572,MESH:D056486
O94993,MESH:D008175
O00762,MESH:D002869
O75365,MESH:D003110
Q9NS23,MESH:D002312
Q9Y616,MESH:D015427
Q9Y6W6,MESH:D007249
Q9Y5Y4,MESH:D001249
Q99497,MESH:D009410
Q99685,MESH:D008103
Q9UHX1,MESH:D009374
Q9UHX1,MESH:D008654
Q96EB6,MESH:D009410
Q96EB6,MESH:D013927
Q96EB6,MESH:D015428
Q96EB6,MESH:D012595
Q96EB6,MESH:D008106
Q96EB6,MESH:D018149
Q96EB6,MESH:D055370
Q96EB6,MESH:D006984
Q96EB6,MESH:D065626
Q96EB6,MESH:D004681
Q96EB6,MESH:D003711
Q96EB6,MESH:D007333
Q96EB6,MESH:D006333
Q96EB6,MESH:D005234
Q96EB6,MESH:D019636
Q96EB6,MESH:D011014
Q96EB6,MESH:D009765
Q96EB6,MESH:D010243
O60885,MESH:D006976
Q9UBP5,MESH:D002312
Q9Y6J0,MESH:D006332
O95273,MESH:D008114
Q9NY25,MESH:D019595
Q13433,MESH:D000077277
Q9HCU9,MESH:D009361
Q9HCU9,MESH:D009362
Q9GZV5,MESH:D009133
Q9NSA1,MESH:D009765
Q9NSA1,MESH:D003924
Q9NSA1,MESH:D003921
Q9NSA1,MESH:D014652
Q9NSA1,MESH:D003922
Q9NSA1,MESH:D006973
Q9NSA1,MESH:D065626
Q9NSA1,MESH:D005234
Q96PG8,MESH:D004938
Q9BXH1,MESH:D004938
Q53EL6,MESH:D002471
O95393,MESH:D054143
O95393,MESH:D005355
Q9UEW8,MESH:D006973
Q9ULZ3,MESH:D015430
Q9ULZ3,MESH:D007674
Q9HBE5,MESH:D008180
Q9GZX6,MESH:D056486
Q9BSY9,MESH:D010051
Q9BY76,MESH:D008207
Q9BY76,MESH:D009765
Q9BY76,MESH:D009361
Q9BY76,MESH:D009362
Q9UNL4,MESH:D015179
Q9UNL4,MESH:D008207
Q9UK59,MESH:D000690
O95365,MESH:D011471
Q9NRC8,MESH:D015427
Q8N6T7,MESH:D005234
Q8N6T7,MESH:D006332
Q9UBU3,MESH:D015427
Q9UBU3,MESH:D009436
Q9UBU3,MESH:D013276
Q9UBU3,MESH:D002100
Q9UBU3,MESH:D009410
Q9UBU3,MESH:D001862
Q9UBU3,MESH:D006333
Q9UBU3,MESH:D012640
Q9UBU3,MESH:D003092
Q7LBC6,MESH:D000075322
Q9NR96,MESH:D064726
Q8IXB1,MESH:D009369
Q9NX09,MESH:D009410
Q9NX09,MESH:D010300
Q9NX09,MESH:D007938
P22309,MESH:D064420
Q676U5,MESH:D000071243
Q8WWA0,MESH:D018487
Q86U44,MESH:D004646
Q9NR28,MESH:D011471
Q9NR71,MESH:D008107
Q9NRA0,MESH:D020244
O60218,MESH:D009369
Q9NQ88,MESH:D009410
Q6U841,MESH:D004827
Q6U841,MESH:D019586
Q9HBK9,MESH:D020261
Q8N122,MESH:D019957
Q9BYF1,MESH:D006973
Q9BYF1,MESH:D009202
Q9BYF1,MESH:D017544
Q9BYF1,MESH:D000086382
Q9BYF1,MESH:D011658
Q9BYF1,MESH:D055370
Q9BYF1,MESH:D003930
Q9BYF1,MESH:D003928
Q9BYF1,MESH:D006976
Q9BYF1,MESH:D055371
Q9HC62,MESH:D008106
Q9HC62,MESH:D056486
Q9UIM3,MESH:D001943
Q9HAN9,MESH:D014855
Q9HAN9,MESH:D019954
Q9HAN9,MESH:D000070642
Q7Z4H4,MESH:D014652
Q969K3,MESH:D003110
Q5ZPR3,MESH:D006528
Q9C0H9,MESH:D019970
Q9BXJ7,MESH:D020078
Q9BXJ7,MESH:D058186
Q9BXJ7,MESH:D005119
Q9BXJ7,MESH:D004487
P58004,MESH:D056486
P58004,MESH:D006529
Q9UD71,MESH:D002375
Q9UD71,MESH:D020820
Q96B36,MESH:D013119
Q969Q1,MESH:D006332
Q969Q1,MESH:D009202
Q8IUG5,MESH:D008654
Q96K80,MESH:D006943
Q96K80,MESH:D007333
Q96K80,MESH:D009765
Q9C035,MESH:D015658
Q969D9,MESH:D012130
Q969D9,MESH:D007249
P56704,MESH:D015427
Q96RP3,MESH:D006333
Q86UE4,MESH:D009362
Q8WXI7,MESH:D010051
Q969E3,MESH:D008171
Q969E3,MESH:D007249
Q8WWM9,MESH:D008106
Q5T1C6,MESH:D006528
Q8WXF3,MESH:D006965
Q8WXF3,MESH:D017202
O14558,MESH:D006331
O14558,MESH:D064420
Q8NET8,MESH:D006965
Q8IWU4,MESH:D003924
Q8NEV9,MESH:D011471
Q8NAU1,MESH:D006973
Q8NAU1,MESH:D018487
Q8NAU1,MESH:D004719
Q8NAU1,MESH:D006332
Q8NAU1,MESH:D007249
Q7RTS3,MESH:D056486
Q8IZI9,MESH:D000077195
Q641Q3,MESH:D018149
Q641Q3,MESH:D015430
Q641Q3,MESH:D007333
P0C7T5,MESH:D020754
P0C0P6,MESH:D001008
P14598,MESH:D007035
